"","Año","Mes","Estado","Superficie Sembrada (ha)","Superficie cosechada (ha)","Producción obtenida (ton)"
"207",2009,"Julio","JALISCO","5","5","8"
"208",2009,"Julio","NAYARIT","3","3","3"
"209",2009,"Julio","NUEVO LEON","40","0","0"
"21010",2009,"Julio","SAN LUIS POTOSI","1923","0","0"
"21110",2009,"Julio","TAMAULIPAS","4132","0","0"
"21210",2009,"Julio","VERACRUZ","500","0","0"
"1264",2009,"Julio","YUCATAN","0","0","0"
"2135",2009,"Julio","COAHUILA","0","0","0"
"3116",2009,"Julio","QUINTANA ROO","0","0","0"
"4103",2009,"Julio","SINALOA","0","0","0"
"597",2009,"Julio","SONORA","0","0","0"
"782",2009,"Julio","PUEBLA","0","0","0"
"21211",2009,"Agosto","CAMPECHE","4683","170","439"
"21310",2009,"Agosto","CHIAPAS","15193","0","0"
"21410",2009,"Agosto","CHIHUAHUA","224","0","0"
"2153",2009,"Agosto","JALISCO","5","5","8"
"2163",2009,"Agosto","NAYARIT","3","3","3"
"2173",2009,"Agosto","NUEVO LEON","40","0","0"
"2183",2009,"Agosto","SAN LUIS POTOSI","6679","0","0"
"2193",2009,"Agosto","TAMAULIPAS","46933","0","0"
"2203",2009,"Agosto","VERACRUZ","1758","0","0"
"2215",2009,"Agosto","YUCATAN","1462","0","0"
"1283",2009,"Agosto","COAHUILA","0","0","0"
"2154",2009,"Agosto","QUINTANA ROO","0","0","0"
"3133",2009,"Agosto","SINALOA","0","0","0"
"4120",2009,"Agosto","SONORA","0","0","0"
"6102",2009,"Agosto","PUEBLA","0","0","0"
"21610",2009,"Septiembre","CAMPECHE","10808","170","439"
"2175",2009,"Septiembre","CHIAPAS","15297","0","0"
"2184",2009,"Septiembre","CHIHUAHUA","224","0","0"
"2194",2009,"Septiembre","JALISCO","5","5","8"
"2204",2009,"Septiembre","NAYARIT","3","3","3"
"2217",2009,"Septiembre","NUEVO LEON","40","0","0"
"2225",2009,"Septiembre","SAN LUIS POTOSI","6679","0","0"
"2235",2009,"Septiembre","TAMAULIPAS","50499","0","0"
"2243",2009,"Septiembre","VERACRUZ","1758","0","0"
"2251",2009,"Septiembre","YUCATAN","2185","0","0"
"1299",2009,"Septiembre","COAHUILA","0","0","0"
"2176",2009,"Septiembre","QUINTANA ROO","0","0","0"
"3147",2009,"Septiembre","SINALOA","0","0","0"
"4134",2009,"Septiembre","SONORA","0","0","0"
"6116",2009,"Septiembre","PUEBLA","0","0","0"
"21611",2009,"Octubre","CAMPECHE","11008","170","439"
"21710",2009,"Octubre","CHIAPAS","15297","0","0"
"21810",2009,"Octubre","CHIHUAHUA","224","130","201"
"2199",2009,"Octubre","JALISCO","5","5","8"
"2205",2009,"Octubre","NAYARIT","3","3","3"
"2219",2009,"Octubre","NUEVO LEON","40","0","0"
"2226",2009,"Octubre","SAN LUIS POTOSI","6679","0","0"
"2236",2009,"Octubre","TAMAULIPAS","51287","0","0"
"2244",2009,"Octubre","VERACRUZ","1758","0","0"
"2252",2009,"Octubre","YUCATAN","2787","0","0"
"1347",2009,"Octubre","COAHUILA","0","0","0"
"2200",2009,"Octubre","QUINTANA ROO","0","0","0"
"3161",2009,"Octubre","SINALOA","0","0","0"
"4148",2009,"Octubre","SONORA","0","0","0"
"6124",2009,"Octubre","PUEBLA","0","0","0"
"21411",2009,"Noviembre","CAMPECHE","11008","170","439"
"21510",2009,"Noviembre","CHIAPAS","15297","459","1148"
"21612",2009,"Noviembre","CHIHUAHUA","224","224","361"
"21711",2009,"Noviembre","JALISCO","42","20","60"
"21811",2009,"Noviembre","NAYARIT","3","3","3"
"21910",2009,"Noviembre","NUEVO LEON","40","0","0"
"22010",2009,"Noviembre","SAN LUIS POTOSI","6679","960","1920"
"22110",2009,"Noviembre","TAMAULIPAS","54500","13095","17440"
"22210",2009,"Noviembre","VERACRUZ","1758","0","0"
"22310",2009,"Noviembre","YUCATAN","2787","0","0"
"1366",2009,"Noviembre","COAHUILA","0","0","0"
"2246",2009,"Noviembre","QUINTANA ROO","0","0","0"
"3175",2009,"Noviembre","SINALOA","0","0","0"
"4162",2009,"Noviembre","SONORA","0","0","0"
"6132",2009,"Noviembre","PUEBLA","0","0","0"
"21412",2009,"Diciembre","CAMPECHE","11008","740","1579"
"21511",2009,"Diciembre","CHIAPAS","15297","909","2272"
"21613",2009,"Diciembre","CHIHUAHUA","224","224","361"
"21712",2009,"Diciembre","JALISCO","42","20","60"
"21812",2009,"Diciembre","NAYARIT","3","3","3"
"21911",2009,"Diciembre","NUEVO LEON","40","40","104"
"22011",2009,"Diciembre","SAN LUIS POTOSI","6679","3800","7600"
"22111",2009,"Diciembre","TAMAULIPAS","54500","24192","29749"
"22211",2009,"Diciembre","VERACRUZ","1758","0","0"
"22311",2009,"Diciembre","YUCATAN","2787","0","0"
"1385",2009,"Diciembre","COAHUILA","0","0","0"
"2263",2009,"Diciembre","QUINTANA ROO","0","0","0"
"3189",2009,"Diciembre","SINALOA","0","0","0"
"4176",2009,"Diciembre","SONORA","0","0","0"
"6141",2009,"Diciembre","PUEBLA","0","0","0"
"156",2010,"Enero","CHIAPAS","140","0","0"
"114",2010,"Enero","CAMPECHE","0","0","0"
"26",2010,"Enero","YUCATAN","0","0","0"
"36",2010,"Enero","COAHUILA","0","0","0"
"46",2010,"Enero","CHIHUAHUA","0","0","0"
"56",2010,"Enero","NUEVO LEON","0","0","0"
"65",2010,"Enero","QUINTANA ROO","0","0","0"
"73",2010,"Enero","SAN LUIS POTOSI","0","0","0"
"83",2010,"Enero","SINALOA","0","0","0"
"93",2010,"Enero","SONORA","0","0","0"
"103",2010,"Enero","TAMAULIPAS","0","0","0"
"115",2010,"Enero","VERACRUZ","0","0","0"
"123",2010,"Enero","JALISCO","0","0","0"
"143",2010,"Enero","PUEBLA","0","0","0"
"162",2010,"Enero","NAYARIT","0","0","0"
"192",2010,"Febrero","CAMPECHE","17660","17660","25229"
"193",2010,"Febrero","CHIAPAS","10586","10586","18663"
"194",2010,"Febrero","CHIHUAHUA","250","250","530"
"195",2010,"Febrero","SAN LUIS POTOSI","23558","16786","22360"
"196",2010,"Febrero","SINALOA","117","60","126"
"1971",2010,"Febrero","SONORA","741","741","1575"
"1981",2010,"Febrero","TAMAULIPAS","96539","95169","88340"
"199",2010,"Febrero","VERACRUZ","13127","8877","10652"
"200",2010,"Febrero","YUCATAN","2434","2264","1084"
"164",2010,"Febrero","COAHUILA","0","0","0"
"231",2010,"Febrero","NUEVO LEON","0","0","0"
"320",2010,"Febrero","QUINTANA ROO","0","0","0"
"419",2010,"Febrero","JALISCO","0","0","0"
"615",2010,"Febrero","PUEBLA","0","0","0"
"816",2010,"Febrero","NAYARIT","0","0","0"
"1911",2010,"Marzo","CAMPECHE","17660","17660","25229"
"1921",2010,"Marzo","CHIAPAS","10586","10586","18663"
"1931",2010,"Marzo","CHIHUAHUA","250","250","530"
"1941",2010,"Marzo","SAN LUIS POTOSI","23558","17133","22985"
"1951",2010,"Marzo","SINALOA","117","60","126"
"1961",2010,"Marzo","SONORA","741","741","1575"
"1972",2010,"Marzo","TAMAULIPAS","96539","95439","88463"
"1982",2010,"Marzo","VERACRUZ","13127","8877","10652"
"1991",2010,"Marzo","YUCATAN","2434","2384","1133"
"1105",2010,"Marzo","COAHUILA","0","0","0"
"267",2010,"Marzo","NUEVO LEON","0","0","0"
"343",2010,"Marzo","QUINTANA ROO","0","0","0"
"434",2010,"Marzo","JALISCO","0","0","0"
"624",2010,"Marzo","PUEBLA","0","0","0"
"821",2010,"Marzo","NAYARIT","0","0","0"
"1443",2010,"Abril","CAMPECHE","113","0","0"
"1453",2010,"Abril","CHIAPAS","85","85","68"
"1463",2010,"Abril","TAMAULIPAS","201","0","0"
"1135",2010,"Abril","YUCATAN","0","0","0"
"289",2010,"Abril","COAHUILA","0","0","0"
"358",2010,"Abril","CHIHUAHUA","0","0","0"
"454",2010,"Abril","NUEVO LEON","0","0","0"
"549",2010,"Abril","QUINTANA ROO","0","0","0"
"636",2010,"Abril","SAN LUIS POTOSI","0","0","0"
"730",2010,"Abril","SINALOA","0","0","0"
"828",2010,"Abril","SONORA","0","0","0"
"930",2010,"Abril","VERACRUZ","0","0","0"
"1023",2010,"Abril","JALISCO","0","0","0"
"1225",2010,"Abril","PUEBLA","0","0","0"
"1420",2010,"Abril","NAYARIT","0","0","0"
"1531",2010,"Mayo","CAMPECHE","113","0","0"
"1541",2010,"Mayo","CHIAPAS","85","85","68"
"1551",2010,"Mayo","TAMAULIPAS","201","0","0"
"1165",2010,"Mayo","YUCATAN","0","0","0"
"2106",2010,"Mayo","COAHUILA","0","0","0"
"376",2010,"Mayo","CHIHUAHUA","0","0","0"
"473",2010,"Mayo","NUEVO LEON","0","0","0"
"565",2010,"Mayo","QUINTANA ROO","0","0","0"
"654",2010,"Mayo","SAN LUIS POTOSI","0","0","0"
"750",2010,"Mayo","SINALOA","0","0","0"
"842",2010,"Mayo","SONORA","0","0","0"
"953",2010,"Mayo","VERACRUZ","0","0","0"
"1037",2010,"Mayo","JALISCO","0","0","0"
"1237",2010,"Mayo","PUEBLA","0","0","0"
"1428",2010,"Mayo","NAYARIT","0","0","0"
"1641",2010,"Junio","CAMPECHE","163","0","0"
"1652",2010,"Junio","CHIAPAS","85","85","68"
"1662",2010,"Junio","SAN LUIS POTOSI","300","0","0"
"1672",2010,"Junio","SONORA","741","0","0"
"1682",2010,"Junio","TAMAULIPAS","3648","0","0"
"1199",2010,"Junio","YUCATAN","0","0","0"
"2122",2010,"Junio","COAHUILA","0","0","0"
"396",2010,"Junio","CHIHUAHUA","0","0","0"
"488",2010,"Junio","NUEVO LEON","0","0","0"
"580",2010,"Junio","QUINTANA ROO","0","0","0"
"670",2010,"Junio","SINALOA","0","0","0"
"767",2010,"Junio","VERACRUZ","0","0","0"
"856",2010,"Junio","JALISCO","0","0","0"
"1049",2010,"Junio","PUEBLA","0","0","0"
"1248",2010,"Junio","NAYARIT","0","0","0"
"1821",2010,"Julio","CAMPECHE","393","0","0"
"1832",2010,"Julio","CHIAPAS","1405","85","68"
"1842",2010,"Julio","CHIHUAHUA","80","0","0"
"1852",2010,"Julio","SAN LUIS POTOSI","15191","0","0"
"1862",2010,"Julio","SINALOA","117","0","0"
"1873",2010,"Julio","SONORA","741","0","0"
"1882",2010,"Julio","TAMAULIPAS","35100","0","0"
"1891",2010,"Julio","VERACRUZ","7025","0","0"
"1265",2010,"Julio","YUCATAN","0","0","0"
"2136",2010,"Julio","COAHUILA","0","0","0"
"3117",2010,"Julio","NUEVO LEON","0","0","0"
"4104",2010,"Julio","QUINTANA ROO","0","0","0"
"598",2010,"Julio","JALISCO","0","0","0"
"783",2010,"Julio","PUEBLA","0","0","0"
"986",2010,"Julio","NAYARIT","0","0","0"
"1892",2010,"Agosto","CAMPECHE","14802","113","339"
"1901",2010,"Agosto","CHIAPAS","3135","85","68"
"1914",2010,"Agosto","CHIHUAHUA","250","0","0"
"1922",2010,"Agosto","SAN LUIS POTOSI","21818","0","0"
"1933",2010,"Agosto","SINALOA","117","0","0"
"1943",2010,"Agosto","SONORA","741","0","0"
"1953",2010,"Agosto","TAMAULIPAS","77218","0","0"
"1962",2010,"Agosto","VERACRUZ","13054","0","0"
"1973",2010,"Agosto","YUCATAN","1958","0","0"
"1284",2010,"Agosto","COAHUILA","0","0","0"
"2155",2010,"Agosto","NUEVO LEON","0","0","0"
"3134",2010,"Agosto","QUINTANA ROO","0","0","0"
"4121",2010,"Agosto","JALISCO","0","0","0"
"6103",2010,"Agosto","PUEBLA","0","0","0"
"878",2010,"Agosto","NAYARIT","0","0","0"
"1934",2010,"Septiembre","CAMPECHE","17786","113","339"
"1944",2010,"Septiembre","CHIAPAS","10586","85","68"
"1954",2010,"Septiembre","CHIHUAHUA","250","0","0"
"1963",2010,"Septiembre","SAN LUIS POTOSI","23558","0","0"
"1974",2010,"Septiembre","SINALOA","117","0","0"
"1983",2010,"Septiembre","SONORA","741","0","0"
"1992",2010,"Septiembre","TAMAULIPAS","95149","0","0"
"2001",2010,"Septiembre","VERACRUZ","13127","0","0"
"2012",2010,"Septiembre","YUCATAN","2434","0","0"
"1300",2010,"Septiembre","COAHUILA","0","0","0"
"2177",2010,"Septiembre","NUEVO LEON","0","0","0"
"3148",2010,"Septiembre","QUINTANA ROO","0","0","0"
"4135",2010,"Septiembre","JALISCO","0","0","0"
"6117",2010,"Septiembre","PUEBLA","0","0","0"
"883",2010,"Septiembre","NAYARIT","0","0","0"
"1935",2010,"Octubre","CAMPECHE","17786","113","339"
"1945",2010,"Octubre","CHIAPAS","10586","85","68"
"1955",2010,"Octubre","CHIHUAHUA","250","0","0"
"1964",2010,"Octubre","SAN LUIS POTOSI","23558","0","0"
"1975",2010,"Octubre","SINALOA","117","60","126"
"1984",2010,"Octubre","SONORA","741","694","1559"
"1993",2010,"Octubre","TAMAULIPAS","95149","0","0"
"2002",2010,"Octubre","VERACRUZ","13127","0","0"
"2014",2010,"Octubre","YUCATAN","2434","0","0"
"1348",2010,"Octubre","COAHUILA","0","0","0"
"2206",2010,"Octubre","NUEVO LEON","0","0","0"
"3162",2010,"Octubre","QUINTANA ROO","0","0","0"
"4149",2010,"Octubre","JALISCO","0","0","0"
"6125",2010,"Octubre","PUEBLA","0","0","0"
"888",2010,"Octubre","NAYARIT","0","0","0"
"1918",2010,"Noviembre","CAMPECHE","17786","1571","2532"
"1923",2010,"Noviembre","CHIAPAS","10586","1841","2968"
"1936",2010,"Noviembre","CHIHUAHUA","250","250","530"
"1946",2010,"Noviembre","SAN LUIS POTOSI","23558","10964","19735"
"1956",2010,"Noviembre","SINALOA","117","60","126"
"1965",2010,"Noviembre","SONORA","741","741","1575"
"1976",2010,"Noviembre","TAMAULIPAS","95149","34613","45967"
"1985",2010,"Noviembre","VERACRUZ","13127","1500","1950"
"1994",2010,"Noviembre","YUCATAN","2434","0","0"
"1367",2010,"Noviembre","COAHUILA","0","0","0"
"2247",2010,"Noviembre","NUEVO LEON","0","0","0"
"3176",2010,"Noviembre","QUINTANA ROO","0","0","0"
"4163",2010,"Noviembre","JALISCO","0","0","0"
"6133",2010,"Noviembre","PUEBLA","0","0","0"
"895",2010,"Noviembre","NAYARIT","0","0","0"
"19110",2010,"Diciembre","CAMPECHE","17786","15877","23048"
"1924",2010,"Diciembre","CHIAPAS","10586","6903","12313"
"1937",2010,"Diciembre","CHIHUAHUA","250","250","530"
"1947",2010,"Diciembre","SAN LUIS POTOSI","23558","12783","19736"
"1957",2010,"Diciembre","SINALOA","117","60","126"
"1966",2010,"Diciembre","SONORA","741","741","1575"
"1977",2010,"Diciembre","TAMAULIPAS","95149","88469","82710"
"1986",2010,"Diciembre","VERACRUZ","13127","1500","1950"
"1995",2010,"Diciembre","YUCATAN","2434","939","681"
"1386",2010,"Diciembre","COAHUILA","0","0","0"
"2264",2010,"Diciembre","NUEVO LEON","0","0","0"
"3190",2010,"Diciembre","QUINTANA ROO","0","0","0"
"4177",2010,"Diciembre","JALISCO","0","0","0"
"6142",2010,"Diciembre","PUEBLA","0","0","0"
"8101",2010,"Diciembre","NAYARIT","0","0","0"
"128",2011,"Enero","CAMPECHE","29352","16560","28281"
"129",2011,"Enero","COAHUILA","316","290","261"
"130",2011,"Enero","CHIAPAS","13323","13323","23407"
"1311",2011,"Enero","CHIHUAHUA","548","548","1505"
"1321",2011,"Enero","JALISCO","169","0","0"
"134",2011,"Enero","NUEVO LEON","2169","1648","2029"
"135",2011,"Enero","PUEBLA","20","0","0"
"136",2011,"Enero","QUINTANA ROO","3604","2926","4137"
"137",2011,"Enero","SAN LUIS POTOSI","37971","37971","62257"
"138",2011,"Enero","SONORA","25159","25159","64179"
"139",2011,"Enero","TAMAULIPAS","124717","121342","98837"
"140",2011,"Enero","VERACRUZ","10056","8133","9753"
"1411",2011,"Enero","YUCATAN","4301","2855","5660"
"116",2011,"Enero","SINALOA","0","0","0"
"37",2011,"Enero","NAYARIT","0","0","0"
"166",2011,"Febrero","CAMPECHE","12028","10727","28880"
"167",2011,"Febrero","CHIAPAS","14337","14337","25842"
"168",2011,"Febrero","CHIHUAHUA","136","136","384"
"170",2011,"Febrero","JALISCO","2","2","3"
"1711",2011,"Febrero","NUEVO LEON","312","146","43"
"1721",2011,"Febrero","QUINTANA ROO","910","910","796"
"1731",2011,"Febrero","SAN LUIS POTOSI","27490","27490","48632"
"1741",2011,"Febrero","SONORA","1248","1248","2986"
"1751",2011,"Febrero","TAMAULIPAS","95368","88642","85159"
"1761",2011,"Febrero","VERACRUZ","13897","6450","6450"
"1771",2011,"Febrero","YUCATAN","2037","2037","2635"
"165",2011,"Febrero","COAHUILA","0","0","0"
"232",2011,"Febrero","SINALOA","0","0","0"
"420",2011,"Febrero","PUEBLA","0","0","0"
"522",2011,"Febrero","NAYARIT","0","0","0"
"1651",2011,"Marzo","CAMPECHE","12028","10727","28880"
"1661",2011,"Marzo","CHIAPAS","14337","14337","25842"
"1671",2011,"Marzo","CHIHUAHUA","136","136","384"
"1691",2011,"Marzo","JALISCO","2","2","3"
"1701",2011,"Marzo","NUEVO LEON","312","146","43"
"1712",2011,"Marzo","QUINTANA ROO","910","910","796"
"1722",2011,"Marzo","SAN LUIS POTOSI","27490","27490","48632"
"1732",2011,"Marzo","SONORA","1248","1248","2986"
"1742",2011,"Marzo","TAMAULIPAS","95368","88645","85159"
"1752",2011,"Marzo","VERACRUZ","13897","9962","10460"
"1762",2011,"Marzo","YUCATAN","2037","2037","2635"
"1106",2011,"Marzo","COAHUILA","0","0","0"
"268",2011,"Marzo","SINALOA","0","0","0"
"435",2011,"Marzo","PUEBLA","0","0","0"
"536",2011,"Marzo","NAYARIT","0","0","0"
"1262",2011,"Abril","CAMPECHE","160","0","0"
"1271",2011,"Abril","CHIAPAS","525","400","600"
"1281",2011,"Abril","NUEVO LEON","7","0","0"
"1291",2011,"Abril","TAMAULIPAS","547","0","0"
"1137",2011,"Abril","YUCATAN","0","0","0"
"290",2011,"Abril","COAHUILA","0","0","0"
"359",2011,"Abril","CHIHUAHUA","0","0","0"
"455",2011,"Abril","QUINTANA ROO","0","0","0"
"550",2011,"Abril","SAN LUIS POTOSI","0","0","0"
"637",2011,"Abril","SINALOA","0","0","0"
"733",2011,"Abril","SONORA","0","0","0"
"829",2011,"Abril","VERACRUZ","0","0","0"
"934",2011,"Abril","JALISCO","0","0","0"
"1138",2011,"Abril","PUEBLA","0","0","0"
"1325",2011,"Abril","NAYARIT","0","0","0"
"1351",2011,"Mayo","CAMPECHE","160","0","0"
"1361",2011,"Mayo","CHIAPAS","525","525","922"
"1371",2011,"Mayo","NUEVO LEON","7","0","0"
"1381",2011,"Mayo","TAMAULIPAS","547","0","0"
"1167",2011,"Mayo","YUCATAN","0","0","0"
"2107",2011,"Mayo","COAHUILA","0","0","0"
"377",2011,"Mayo","CHIHUAHUA","0","0","0"
"474",2011,"Mayo","QUINTANA ROO","0","0","0"
"566",2011,"Mayo","SAN LUIS POTOSI","0","0","0"
"655",2011,"Mayo","SINALOA","0","0","0"
"753",2011,"Mayo","SONORA","0","0","0"
"843",2011,"Mayo","VERACRUZ","0","0","0"
"954",2011,"Mayo","JALISCO","0","0","0"
"1168",2011,"Mayo","PUEBLA","0","0","0"
"1336",2011,"Mayo","NAYARIT","0","0","0"
"1433",2011,"Junio","CAMPECHE","160","0","0"
"1444",2011,"Junio","CHIAPAS","525","525","922"
"1454",2011,"Junio","CHIHUAHUA","16","0","0"
"1464",2011,"Junio","NUEVO LEON","7","0","0"
"1473",2011,"Junio","SAN LUIS POTOSI","450","0","0"
"1483",2011,"Junio","SONORA","1248","0","0"
"1493",2011,"Junio","TAMAULIPAS","772","0","0"
"1200",2011,"Junio","YUCATAN","0","0","0"
"2123",2011,"Junio","COAHUILA","0","0","0"
"397",2011,"Junio","QUINTANA ROO","0","0","0"
"489",2011,"Junio","SINALOA","0","0","0"
"582",2011,"Junio","VERACRUZ","0","0","0"
"673",2011,"Junio","JALISCO","0","0","0"
"857",2011,"Junio","PUEBLA","0","0","0"
"1050",2011,"Junio","NAYARIT","0","0","0"
"1591",2011,"Julio","CAMPECHE","4893","0","0"
"1601",2011,"Julio","CHIAPAS","849","525","922"
"1615",2011,"Julio","CHIHUAHUA","76","0","0"
"1631",2011,"Julio","NUEVO LEON","34","0","0"
"1642",2011,"Julio","SAN LUIS POTOSI","25690","0","0"
"1653",2011,"Julio","SONORA","1248","0","0"
"1663",2011,"Julio","TAMAULIPAS","28206","0","0"
"1673",2011,"Julio","VERACRUZ","3000","0","0"
"1266",2011,"Julio","YUCATAN","0","0","0"
"2137",2011,"Julio","COAHUILA","0","0","0"
"3118",2011,"Julio","QUINTANA ROO","0","0","0"
"4105",2011,"Julio","SINALOA","0","0","0"
"599",2011,"Julio","JALISCO","0","0","0"
"784",2011,"Julio","PUEBLA","0","0","0"
"871",2011,"Julio","NAYARIT","0","0","0"
"1632",2011,"Agosto","CAMPECHE","8087","0","0"
"1643",2011,"Agosto","CHIAPAS","960","525","922"
"1654",2011,"Agosto","CHIHUAHUA","136","0","0"
"1674",2011,"Agosto","JALISCO","2","0","0"
"1683",2011,"Agosto","NUEVO LEON","312","0","0"
"1692",2011,"Agosto","QUINTANA ROO","500","0","0"
"1703",2011,"Agosto","SAN LUIS POTOSI","27490","0","0"
"1718",2011,"Agosto","SONORA","1248","0","0"
"1724",2011,"Agosto","TAMAULIPAS","80375","622","1421"
"1733",2011,"Agosto","VERACRUZ","7078","0","0"
"1743",2011,"Agosto","YUCATAN","1042","0","0"
"1285",2011,"Agosto","COAHUILA","0","0","0"
"2156",2011,"Agosto","SINALOA","0","0","0"
"4122",2011,"Agosto","PUEBLA","0","0","0"
"5113",2011,"Agosto","NAYARIT","0","0","0"
"1675",2011,"Septiembre","CAMPECHE","11926","0","0"
"1684",2011,"Septiembre","CHIAPAS","14337","525","922"
"1693",2011,"Septiembre","CHIHUAHUA","136","0","0"
"17110",2011,"Septiembre","JALISCO","2","0","0"
"1725",2011,"Septiembre","NUEVO LEON","312","0","0"
"1734",2011,"Septiembre","QUINTANA ROO","500","0","0"
"1744",2011,"Septiembre","SAN LUIS POTOSI","27490","0","0"
"1753",2011,"Septiembre","SONORA","1248","0","0"
"1763",2011,"Septiembre","TAMAULIPAS","86834","622","1421"
"1773",2011,"Septiembre","VERACRUZ","13897","0","0"
"1782",2011,"Septiembre","YUCATAN","1833","0","0"
"1301",2011,"Septiembre","COAHUILA","0","0","0"
"2178",2011,"Septiembre","SINALOA","0","0","0"
"4136",2011,"Septiembre","PUEBLA","0","0","0"
"5126",2011,"Septiembre","NAYARIT","0","0","0"
"1676",2011,"Octubre","CAMPECHE","11926","0","0"
"1685",2011,"Octubre","CHIAPAS","14337","525","922"
"1694",2011,"Octubre","CHIHUAHUA","136","0","0"
"17111",2011,"Octubre","JALISCO","2","0","0"
"1726",2011,"Octubre","NUEVO LEON","312","0","0"
"1735",2011,"Octubre","QUINTANA ROO","500","0","0"
"1745",2011,"Octubre","SAN LUIS POTOSI","27490","0","0"
"1754",2011,"Octubre","SONORA","1248","998","2373"
"1764",2011,"Octubre","TAMAULIPAS","94802","622","1421"
"1774",2011,"Octubre","VERACRUZ","13897","0","0"
"1783",2011,"Octubre","YUCATAN","2037","0","0"
"1349",2011,"Octubre","COAHUILA","0","0","0"
"2207",2011,"Octubre","SINALOA","0","0","0"
"4150",2011,"Octubre","PUEBLA","0","0","0"
"5139",2011,"Octubre","NAYARIT","0","0","0"
"1655",2011,"Noviembre","CAMPECHE","11926","4902","13653"
"1665",2011,"Noviembre","CHIAPAS","14337","525","922"
"1677",2011,"Noviembre","CHIHUAHUA","136","0","0"
"1695",2011,"Noviembre","JALISCO","2","0","0"
"1706",2011,"Noviembre","NUEVO LEON","312","0","0"
"17112",2011,"Noviembre","QUINTANA ROO","910","0","0"
"1728",2011,"Noviembre","SAN LUIS POTOSI","27490","19518","31916"
"1736",2011,"Noviembre","SONORA","1248","1248","2986"
"1746",2011,"Noviembre","TAMAULIPAS","95337","63660","40808"
"1755",2011,"Noviembre","VERACRUZ","13897","0","0"
"1765",2011,"Noviembre","YUCATAN","2037","0","0"
"1368",2011,"Noviembre","COAHUILA","0","0","0"
"2248",2011,"Noviembre","SINALOA","0","0","0"
"4164",2011,"Noviembre","PUEBLA","0","0","0"
"5152",2011,"Noviembre","NAYARIT","0","0","0"
"1656",2011,"Diciembre","CAMPECHE","12012","7872","20943"
"1666",2011,"Diciembre","CHIAPAS","14337","10383","18512"
"1678",2011,"Diciembre","CHIHUAHUA","136","136","384"
"1696",2011,"Diciembre","JALISCO","2","0","0"
"1707",2011,"Diciembre","NUEVO LEON","312","0","0"
"17113",2011,"Diciembre","QUINTANA ROO","910","0","0"
"17210",2011,"Diciembre","SAN LUIS POTOSI","27490","22644","39604"
"1737",2011,"Diciembre","SONORA","1248","1248","2986"
"1747",2011,"Diciembre","TAMAULIPAS","95348","74363","58714"
"1756",2011,"Diciembre","VERACRUZ","13897","0","0"
"1766",2011,"Diciembre","YUCATAN","2037","0","0"
"1387",2011,"Diciembre","COAHUILA","0","0","0"
"2265",2011,"Diciembre","SINALOA","0","0","0"
"4178",2011,"Diciembre","PUEBLA","0","0","0"
"5165",2011,"Diciembre","NAYARIT","0","0","0"
"1121",2012,"Enero","CHIAPAS","117","0","0"
"1131",2012,"Enero","TAMAULIPAS","225","0","0"
"117",2012,"Enero","CAMPECHE","0","0","0"
"28",2012,"Enero","YUCATAN","0","0","0"
"38",2012,"Enero","COAHUILA","0","0","0"
"47",2012,"Enero","CHIHUAHUA","0","0","0"
"57",2012,"Enero","NUEVO LEON","0","0","0"
"66",2012,"Enero","QUINTANA ROO","0","0","0"
"74",2012,"Enero","SAN LUIS POTOSI","0","0","0"
"84",2012,"Enero","SINALOA","0","0","0"
"94",2012,"Enero","SONORA","0","0","0"
"104",2012,"Enero","VERACRUZ","0","0","0"
"118",2012,"Enero","JALISCO","0","0","0"
"1310",2012,"Enero","PUEBLA","0","0","0"
"154",2012,"Enero","NAYARIT","0","0","0"
"1412",2012,"Febrero","CAMPECHE","6794","6764","16880"
"1421",2012,"Febrero","CHIAPAS","11959","11959","26261"
"1431",2012,"Febrero","CHIHUAHUA","16","16","50"
"1441",2012,"Febrero","JALISCO","1","1","1"
"1451",2012,"Febrero","NUEVO LEON","6","5","7"
"1461",2012,"Febrero","QUINTANA ROO","1281","1216","1737"
"1471",2012,"Febrero","SAN LUIS POTOSI","26445","26355","50217"
"1481",2012,"Febrero","SONORA","1444","1444","3880"
"1491",2012,"Febrero","TAMAULIPAS","83882","83067","128299"
"1501",2012,"Febrero","VERACRUZ","10951","9000","16650"
"1511",2012,"Febrero","YUCATAN","1221","1191","1667"
"183",2012,"Febrero","COAHUILA","0","0","0"
"233",2012,"Febrero","SINALOA","0","0","0"
"421",2012,"Febrero","PUEBLA","0","0","0"
"616",2012,"Febrero","NAYARIT","0","0","0"
"1401",2012,"Marzo","CAMPECHE","6794","6794","16880"
"1413",2012,"Marzo","CHIAPAS","11959","11959","26261"
"1422",2012,"Marzo","CHIHUAHUA","16","16","50"
"1432",2012,"Marzo","JALISCO","1","1","1"
"1442",2012,"Marzo","NUEVO LEON","6","5","7"
"1452",2012,"Marzo","QUINTANA ROO","1281","1216","1737"
"1462",2012,"Marzo","SAN LUIS POTOSI","26445","26355","50217"
"1472",2012,"Marzo","SONORA","1444","1444","3880"
"1482",2012,"Marzo","TAMAULIPAS","83882","83067","128299"
"1492",2012,"Marzo","VERACRUZ","10951","10251","19374"
"1502",2012,"Marzo","YUCATAN","1221","1191","1667"
"1107",2012,"Marzo","COAHUILA","0","0","0"
"269",2012,"Marzo","SINALOA","0","0","0"
